Image1,Image2,label
UTSig_balanced_skilled_opposite/Genuine/61/4.png,UTSig_balanced_skilled_opposite/Forgery/Opposite Hand/61/1.png,1
UTSig_balanced_skilled_opposite/Genuine/61/8.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/4.png,1
UTSig_balanced_skilled_opposite/Genuine/61/8.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/5.png,1
UTSig_balanced_skilled_opposite/Genuine/61/8.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/6.png,1
UTSig_balanced_skilled_opposite/Genuine/61/8.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/2.png,1
UTSig_balanced_skilled_opposite/Genuine/61/8.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/3.png,1
UTSig_balanced_skilled_opposite/Genuine/61/8.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/1.png,1
UTSig_balanced_skilled_opposite/Genuine/61/14.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/4.png,1
UTSig_balanced_skilled_opposite/Genuine/61/14.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/5.png,1
UTSig_balanced_skilled_opposite/Genuine/61/14.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/6.png,1
UTSig_balanced_skilled_opposite/Genuine/61/14.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/2.png,1
UTSig_balanced_skilled_opposite/Genuine/61/14.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/3.png,1
UTSig_balanced_skilled_opposite/Genuine/61/14.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/1.png,1
UTSig_balanced_skilled_opposite/Genuine/61/15.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/4.png,1
UTSig_balanced_skilled_opposite/Genuine/61/15.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/5.png,1
UTSig_balanced_skilled_opposite/Genuine/61/15.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/6.png,1
UTSig_balanced_skilled_opposite/Genuine/61/15.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/2.png,1
UTSig_balanced_skilled_opposite/Genuine/61/15.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/3.png,1
UTSig_balanced_skilled_opposite/Genuine/61/15.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/1.png,1
UTSig_balanced_skilled_opposite/Genuine/61/17.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/4.png,1
UTSig_balanced_skilled_opposite/Genuine/61/17.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/5.png,1
UTSig_balanced_skilled_opposite/Genuine/61/17.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/6.png,1
UTSig_balanced_skilled_opposite/Genuine/61/17.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/2.png,1
UTSig_balanced_skilled_opposite/Genuine/61/17.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/3.png,1
UTSig_balanced_skilled_opposite/Genuine/61/17.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/1.png,1
UTSig_balanced_skilled_opposite/Genuine/61/12.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/4.png,1
UTSig_balanced_skilled_opposite/Genuine/61/12.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/5.png,1
UTSig_balanced_skilled_opposite/Genuine/61/12.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/6.png,1
UTSig_balanced_skilled_opposite/Genuine/61/12.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/2.png,1
UTSig_balanced_skilled_opposite/Genuine/61/12.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/3.png,1
UTSig_balanced_skilled_opposite/Genuine/61/12.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/1.png,1
UTSig_balanced_skilled_opposite/Genuine/61/21.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/4.png,1
UTSig_balanced_skilled_opposite/Genuine/61/21.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/5.png,1
UTSig_balanced_skilled_opposite/Genuine/61/21.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/6.png,1
UTSig_balanced_skilled_opposite/Genuine/61/21.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/2.png,1
UTSig_balanced_skilled_opposite/Genuine/61/21.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/3.png,1
UTSig_balanced_skilled_opposite/Genuine/61/21.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/1.png,1
UTSig_balanced_skilled_opposite/Genuine/61/22.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/4.png,1
UTSig_balanced_skilled_opposite/Genuine/61/22.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/5.png,1
UTSig_balanced_skilled_opposite/Genuine/61/22.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/6.png,1
UTSig_balanced_skilled_opposite/Genuine/61/22.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/2.png,1
UTSig_balanced_skilled_opposite/Genuine/61/22.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/3.png,1
UTSig_balanced_skilled_opposite/Genuine/61/22.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/1.png,1
UTSig_balanced_skilled_opposite/Genuine/61/23.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/4.png,1
UTSig_balanced_skilled_opposite/Genuine/61/23.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/5.png,1
UTSig_balanced_skilled_opposite/Genuine/61/23.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/6.png,1
UTSig_balanced_skilled_opposite/Genuine/61/23.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/2.png,1
UTSig_balanced_skilled_opposite/Genuine/61/23.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/3.png,1
UTSig_balanced_skilled_opposite/Genuine/61/23.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/1.png,1
UTSig_balanced_skilled_opposite/Genuine/61/4.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/4.png,1
UTSig_balanced_skilled_opposite/Genuine/61/4.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/5.png,1
UTSig_balanced_skilled_opposite/Genuine/61/4.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/6.png,1
UTSig_balanced_skilled_opposite/Genuine/61/4.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/2.png,1
UTSig_balanced_skilled_opposite/Genuine/61/4.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/3.png,1
UTSig_balanced_skilled_opposite/Genuine/61/4.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/61/1.png,1
UTSig_balanced_skilled_opposite/Genuine/61/8.png,UTSig_balanced_skilled_opposite/Genuine/61/8.png,0
UTSig_balanced_skilled_opposite/Genuine/61/8.png,UTSig_balanced_skilled_opposite/Genuine/61/14.png,0
UTSig_balanced_skilled_opposite/Genuine/61/8.png,UTSig_balanced_skilled_opposite/Genuine/61/15.png,0
UTSig_balanced_skilled_opposite/Genuine/61/8.png,UTSig_balanced_skilled_opposite/Genuine/61/17.png,0
UTSig_balanced_skilled_opposite/Genuine/61/8.png,UTSig_balanced_skilled_opposite/Genuine/61/12.png,0
UTSig_balanced_skilled_opposite/Genuine/61/8.png,UTSig_balanced_skilled_opposite/Genuine/61/21.png,0
UTSig_balanced_skilled_opposite/Genuine/61/8.png,UTSig_balanced_skilled_opposite/Genuine/61/22.png,0
UTSig_balanced_skilled_opposite/Genuine/61/8.png,UTSig_balanced_skilled_opposite/Genuine/61/23.png,0
UTSig_balanced_skilled_opposite/Genuine/61/8.png,UTSig_balanced_skilled_opposite/Genuine/61/4.png,0
UTSig_balanced_skilled_opposite/Genuine/61/14.png,UTSig_balanced_skilled_opposite/Genuine/61/8.png,0
UTSig_balanced_skilled_opposite/Genuine/61/14.png,UTSig_balanced_skilled_opposite/Genuine/61/14.png,0
UTSig_balanced_skilled_opposite/Genuine/61/14.png,UTSig_balanced_skilled_opposite/Genuine/61/15.png,0
UTSig_balanced_skilled_opposite/Genuine/61/14.png,UTSig_balanced_skilled_opposite/Genuine/61/17.png,0
UTSig_balanced_skilled_opposite/Genuine/61/14.png,UTSig_balanced_skilled_opposite/Genuine/61/12.png,0
UTSig_balanced_skilled_opposite/Genuine/61/14.png,UTSig_balanced_skilled_opposite/Genuine/61/21.png,0
UTSig_balanced_skilled_opposite/Genuine/61/14.png,UTSig_balanced_skilled_opposite/Genuine/61/22.png,0
UTSig_balanced_skilled_opposite/Genuine/61/14.png,UTSig_balanced_skilled_opposite/Genuine/61/23.png,0
UTSig_balanced_skilled_opposite/Genuine/61/14.png,UTSig_balanced_skilled_opposite/Genuine/61/4.png,0
UTSig_balanced_skilled_opposite/Genuine/61/15.png,UTSig_balanced_skilled_opposite/Genuine/61/8.png,0
UTSig_balanced_skilled_opposite/Genuine/61/15.png,UTSig_balanced_skilled_opposite/Genuine/61/14.png,0
UTSig_balanced_skilled_opposite/Genuine/61/15.png,UTSig_balanced_skilled_opposite/Genuine/61/15.png,0
UTSig_balanced_skilled_opposite/Genuine/61/15.png,UTSig_balanced_skilled_opposite/Genuine/61/17.png,0
UTSig_balanced_skilled_opposite/Genuine/61/15.png,UTSig_balanced_skilled_opposite/Genuine/61/12.png,0
UTSig_balanced_skilled_opposite/Genuine/61/15.png,UTSig_balanced_skilled_opposite/Genuine/61/21.png,0
UTSig_balanced_skilled_opposite/Genuine/61/15.png,UTSig_balanced_skilled_opposite/Genuine/61/22.png,0
UTSig_balanced_skilled_opposite/Genuine/61/15.png,UTSig_balanced_skilled_opposite/Genuine/61/23.png,0
UTSig_balanced_skilled_opposite/Genuine/61/15.png,UTSig_balanced_skilled_opposite/Genuine/61/4.png,0
UTSig_balanced_skilled_opposite/Genuine/61/17.png,UTSig_balanced_skilled_opposite/Genuine/61/8.png,0
UTSig_balanced_skilled_opposite/Genuine/61/17.png,UTSig_balanced_skilled_opposite/Genuine/61/14.png,0
UTSig_balanced_skilled_opposite/Genuine/61/17.png,UTSig_balanced_skilled_opposite/Genuine/61/15.png,0
UTSig_balanced_skilled_opposite/Genuine/61/17.png,UTSig_balanced_skilled_opposite/Genuine/61/17.png,0
UTSig_balanced_skilled_opposite/Genuine/61/17.png,UTSig_balanced_skilled_opposite/Genuine/61/12.png,0
UTSig_balanced_skilled_opposite/Genuine/61/17.png,UTSig_balanced_skilled_opposite/Genuine/61/21.png,0
UTSig_balanced_skilled_opposite/Genuine/61/17.png,UTSig_balanced_skilled_opposite/Genuine/61/22.png,0
UTSig_balanced_skilled_opposite/Genuine/61/17.png,UTSig_balanced_skilled_opposite/Genuine/61/23.png,0
UTSig_balanced_skilled_opposite/Genuine/61/17.png,UTSig_balanced_skilled_opposite/Genuine/61/4.png,0
UTSig_balanced_skilled_opposite/Genuine/61/12.png,UTSig_balanced_skilled_opposite/Genuine/61/8.png,0
UTSig_balanced_skilled_opposite/Genuine/61/12.png,UTSig_balanced_skilled_opposite/Genuine/61/14.png,0
UTSig_balanced_skilled_opposite/Genuine/61/12.png,UTSig_balanced_skilled_opposite/Genuine/61/15.png,0
UTSig_balanced_skilled_opposite/Genuine/61/12.png,UTSig_balanced_skilled_opposite/Genuine/61/17.png,0
UTSig_balanced_skilled_opposite/Genuine/61/12.png,UTSig_balanced_skilled_opposite/Genuine/61/12.png,0
UTSig_balanced_skilled_opposite/Genuine/61/12.png,UTSig_balanced_skilled_opposite/Genuine/61/21.png,0
UTSig_balanced_skilled_opposite/Genuine/61/12.png,UTSig_balanced_skilled_opposite/Genuine/61/22.png,0
UTSig_balanced_skilled_opposite/Genuine/61/12.png,UTSig_balanced_skilled_opposite/Genuine/61/23.png,0
UTSig_balanced_skilled_opposite/Genuine/61/12.png,UTSig_balanced_skilled_opposite/Genuine/61/4.png,0
UTSig_balanced_skilled_opposite/Genuine/61/21.png,UTSig_balanced_skilled_opposite/Genuine/61/8.png,0
UTSig_balanced_skilled_opposite/Genuine/61/21.png,UTSig_balanced_skilled_opposite/Genuine/61/14.png,0
UTSig_balanced_skilled_opposite/Genuine/61/21.png,UTSig_balanced_skilled_opposite/Genuine/61/15.png,0
UTSig_balanced_skilled_opposite/Genuine/61/21.png,UTSig_balanced_skilled_opposite/Genuine/61/17.png,0
UTSig_balanced_skilled_opposite/Genuine/61/21.png,UTSig_balanced_skilled_opposite/Genuine/61/12.png,0
UTSig_balanced_skilled_opposite/Genuine/61/21.png,UTSig_balanced_skilled_opposite/Genuine/61/21.png,0
UTSig_balanced_skilled_opposite/Genuine/61/21.png,UTSig_balanced_skilled_opposite/Genuine/61/22.png,0
UTSig_balanced_skilled_opposite/Genuine/61/21.png,UTSig_balanced_skilled_opposite/Genuine/61/23.png,0
UTSig_balanced_skilled_opposite/Genuine/61/21.png,UTSig_balanced_skilled_opposite/Genuine/61/4.png,0
UTSig_balanced_skilled_opposite/Genuine/61/22.png,UTSig_balanced_skilled_opposite/Genuine/61/8.png,0
UTSig_balanced_skilled_opposite/Genuine/61/22.png,UTSig_balanced_skilled_opposite/Genuine/61/14.png,0
UTSig_balanced_skilled_opposite/Genuine/61/22.png,UTSig_balanced_skilled_opposite/Genuine/61/15.png,0
UTSig_balanced_skilled_opposite/Genuine/61/22.png,UTSig_balanced_skilled_opposite/Genuine/61/17.png,0
UTSig_balanced_skilled_opposite/Genuine/61/22.png,UTSig_balanced_skilled_opposite/Genuine/61/12.png,0
UTSig_balanced_skilled_opposite/Genuine/61/22.png,UTSig_balanced_skilled_opposite/Genuine/61/21.png,0
UTSig_balanced_skilled_opposite/Genuine/61/22.png,UTSig_balanced_skilled_opposite/Genuine/61/22.png,0
UTSig_balanced_skilled_opposite/Genuine/61/22.png,UTSig_balanced_skilled_opposite/Genuine/61/23.png,0
UTSig_balanced_skilled_opposite/Genuine/61/22.png,UTSig_balanced_skilled_opposite/Genuine/61/4.png,0
UTSig_balanced_skilled_opposite/Genuine/61/23.png,UTSig_balanced_skilled_opposite/Genuine/61/8.png,0
UTSig_balanced_skilled_opposite/Genuine/61/23.png,UTSig_balanced_skilled_opposite/Genuine/61/14.png,0
UTSig_balanced_skilled_opposite/Genuine/61/23.png,UTSig_balanced_skilled_opposite/Genuine/61/15.png,0
UTSig_balanced_skilled_opposite/Genuine/61/23.png,UTSig_balanced_skilled_opposite/Genuine/61/17.png,0
UTSig_balanced_skilled_opposite/Genuine/61/23.png,UTSig_balanced_skilled_opposite/Genuine/61/12.png,0
UTSig_balanced_skilled_opposite/Genuine/61/23.png,UTSig_balanced_skilled_opposite/Genuine/61/21.png,0
UTSig_balanced_skilled_opposite/Genuine/61/23.png,UTSig_balanced_skilled_opposite/Genuine/61/22.png,0
UTSig_balanced_skilled_opposite/Genuine/61/23.png,UTSig_balanced_skilled_opposite/Genuine/61/23.png,0
UTSig_balanced_skilled_opposite/Genuine/61/23.png,UTSig_balanced_skilled_opposite/Genuine/61/4.png,0
UTSig_balanced_skilled_opposite/Genuine/61/4.png,UTSig_balanced_skilled_opposite/Genuine/61/8.png,0
UTSig_balanced_skilled_opposite/Genuine/61/4.png,UTSig_balanced_skilled_opposite/Genuine/61/14.png,0
UTSig_balanced_skilled_opposite/Genuine/61/4.png,UTSig_balanced_skilled_opposite/Genuine/61/15.png,0
UTSig_balanced_skilled_opposite/Genuine/61/4.png,UTSig_balanced_skilled_opposite/Genuine/61/17.png,0
UTSig_balanced_skilled_opposite/Genuine/61/4.png,UTSig_balanced_skilled_opposite/Genuine/61/12.png,0
UTSig_balanced_skilled_opposite/Genuine/61/4.png,UTSig_balanced_skilled_opposite/Genuine/61/21.png,0
UTSig_balanced_skilled_opposite/Genuine/61/4.png,UTSig_balanced_skilled_opposite/Genuine/61/22.png,0
UTSig_balanced_skilled_opposite/Genuine/61/4.png,UTSig_balanced_skilled_opposite/Genuine/61/23.png,0
UTSig_balanced_skilled_opposite/Genuine/61/4.png,UTSig_balanced_skilled_opposite/Genuine/61/4.png,0
UTSig_balanced_skilled_opposite/Genuine/95/9.png,UTSig_balanced_skilled_opposite/Forgery/Opposite Hand/95/2.png,1
UTSig_balanced_skilled_opposite/Genuine/95/9.png,UTSig_balanced_skilled_opposite/Forgery/Opposite Hand/95/3.png,1
UTSig_balanced_skilled_opposite/Genuine/95/9.png,UTSig_balanced_skilled_opposite/Forgery/Opposite Hand/95/1.png,1
UTSig_balanced_skilled_opposite/Genuine/95/15.png,UTSig_balanced_skilled_opposite/Forgery/Opposite Hand/95/2.png,1
UTSig_balanced_skilled_opposite/Genuine/95/15.png,UTSig_balanced_skilled_opposite/Forgery/Opposite Hand/95/3.png,1
UTSig_balanced_skilled_opposite/Genuine/95/15.png,UTSig_balanced_skilled_opposite/Forgery/Opposite Hand/95/1.png,1
UTSig_balanced_skilled_opposite/Genuine/95/12.png,UTSig_balanced_skilled_opposite/Forgery/Opposite Hand/95/2.png,1
UTSig_balanced_skilled_opposite/Genuine/95/12.png,UTSig_balanced_skilled_opposite/Forgery/Opposite Hand/95/3.png,1
UTSig_balanced_skilled_opposite/Genuine/95/12.png,UTSig_balanced_skilled_opposite/Forgery/Opposite Hand/95/1.png,1
UTSig_balanced_skilled_opposite/Genuine/95/10.png,UTSig_balanced_skilled_opposite/Forgery/Opposite Hand/95/2.png,1
UTSig_balanced_skilled_opposite/Genuine/95/10.png,UTSig_balanced_skilled_opposite/Forgery/Opposite Hand/95/3.png,1
UTSig_balanced_skilled_opposite/Genuine/95/10.png,UTSig_balanced_skilled_opposite/Forgery/Opposite Hand/95/1.png,1
UTSig_balanced_skilled_opposite/Genuine/95/20.png,UTSig_balanced_skilled_opposite/Forgery/Opposite Hand/95/2.png,1
UTSig_balanced_skilled_opposite/Genuine/95/20.png,UTSig_balanced_skilled_opposite/Forgery/Opposite Hand/95/3.png,1
UTSig_balanced_skilled_opposite/Genuine/95/20.png,UTSig_balanced_skilled_opposite/Forgery/Opposite Hand/95/1.png,1
UTSig_balanced_skilled_opposite/Genuine/95/27.png,UTSig_balanced_skilled_opposite/Forgery/Opposite Hand/95/2.png,1
UTSig_balanced_skilled_opposite/Genuine/95/27.png,UTSig_balanced_skilled_opposite/Forgery/Opposite Hand/95/3.png,1
UTSig_balanced_skilled_opposite/Genuine/95/27.png,UTSig_balanced_skilled_opposite/Forgery/Opposite Hand/95/1.png,1
UTSig_balanced_skilled_opposite/Genuine/95/26.png,UTSig_balanced_skilled_opposite/Forgery/Opposite Hand/95/2.png,1
UTSig_balanced_skilled_opposite/Genuine/95/26.png,UTSig_balanced_skilled_opposite/Forgery/Opposite Hand/95/3.png,1
UTSig_balanced_skilled_opposite/Genuine/95/26.png,UTSig_balanced_skilled_opposite/Forgery/Opposite Hand/95/1.png,1
UTSig_balanced_skilled_opposite/Genuine/95/19.png,UTSig_balanced_skilled_opposite/Forgery/Opposite Hand/95/2.png,1
UTSig_balanced_skilled_opposite/Genuine/95/19.png,UTSig_balanced_skilled_opposite/Forgery/Opposite Hand/95/3.png,1
UTSig_balanced_skilled_opposite/Genuine/95/19.png,UTSig_balanced_skilled_opposite/Forgery/Opposite Hand/95/1.png,1
UTSig_balanced_skilled_opposite/Genuine/95/4.png,UTSig_balanced_skilled_opposite/Forgery/Opposite Hand/95/2.png,1
UTSig_balanced_skilled_opposite/Genuine/95/4.png,UTSig_balanced_skilled_opposite/Forgery/Opposite Hand/95/3.png,1
UTSig_balanced_skilled_opposite/Genuine/95/4.png,UTSig_balanced_skilled_opposite/Forgery/Opposite Hand/95/1.png,1
UTSig_balanced_skilled_opposite/Genuine/95/9.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/95/4.png,1
UTSig_balanced_skilled_opposite/Genuine/95/9.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/95/5.png,1
UTSig_balanced_skilled_opposite/Genuine/95/9.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/95/6.png,1
UTSig_balanced_skilled_opposite/Genuine/95/9.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/95/2.png,1
UTSig_balanced_skilled_opposite/Genuine/95/9.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/95/3.png,1
UTSig_balanced_skilled_opposite/Genuine/95/9.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/95/1.png,1
UTSig_balanced_skilled_opposite/Genuine/95/15.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/95/4.png,1
UTSig_balanced_skilled_opposite/Genuine/95/15.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/95/5.png,1
UTSig_balanced_skilled_opposite/Genuine/95/15.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/95/6.png,1
UTSig_balanced_skilled_opposite/Genuine/95/15.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/95/2.png,1
UTSig_balanced_skilled_opposite/Genuine/95/15.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/95/3.png,1
UTSig_balanced_skilled_opposite/Genuine/95/15.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/95/1.png,1
UTSig_balanced_skilled_opposite/Genuine/95/12.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/95/4.png,1
UTSig_balanced_skilled_opposite/Genuine/95/12.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/95/5.png,1
UTSig_balanced_skilled_opposite/Genuine/95/12.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/95/6.png,1
UTSig_balanced_skilled_opposite/Genuine/95/12.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/95/2.png,1
UTSig_balanced_skilled_opposite/Genuine/95/12.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/95/3.png,1
UTSig_balanced_skilled_opposite/Genuine/95/12.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/95/1.png,1
UTSig_balanced_skilled_opposite/Genuine/95/10.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/95/4.png,1
UTSig_balanced_skilled_opposite/Genuine/95/10.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/95/5.png,1
UTSig_balanced_skilled_opposite/Genuine/95/10.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/95/6.png,1
UTSig_balanced_skilled_opposite/Genuine/95/10.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/95/2.png,1
UTSig_balanced_skilled_opposite/Genuine/95/10.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/95/3.png,1
UTSig_balanced_skilled_opposite/Genuine/95/10.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/95/1.png,1
UTSig_balanced_skilled_opposite/Genuine/95/20.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/95/4.png,1
UTSig_balanced_skilled_opposite/Genuine/95/20.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/95/5.png,1
UTSig_balanced_skilled_opposite/Genuine/95/20.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/95/6.png,1
UTSig_balanced_skilled_opposite/Genuine/95/20.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/95/2.png,1
UTSig_balanced_skilled_opposite/Genuine/95/20.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/95/3.png,1
UTSig_balanced_skilled_opposite/Genuine/95/20.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/95/1.png,1
UTSig_balanced_skilled_opposite/Genuine/95/27.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/95/4.png,1
UTSig_balanced_skilled_opposite/Genuine/95/27.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/95/5.png,1
UTSig_balanced_skilled_opposite/Genuine/95/27.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/95/6.png,1
UTSig_balanced_skilled_opposite/Genuine/95/27.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/95/2.png,1
UTSig_balanced_skilled_opposite/Genuine/95/27.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/95/3.png,1
UTSig_balanced_skilled_opposite/Genuine/95/27.png,UTSig_balanced_skilled_opposite/Forgery/Skilled/95/1.png,1
